transaction_id,merchant_id,timestamp,amount,device_id,device_is_known,ip_country_match,label
TXN100604,9,2026-08-01 05:30:16.224234,244.16,366,True,True,0
TXN103720,7,2026-08-01 06:57:22.400842,4316.32,325,True,True,0
TXN102206,1,2026-08-01 07:11:20.704200,184.96,102,True,True,0
TXN103786,2,2026-08-01 08:07:35.889180,2101.47,570,True,True,0
TXN100196,4,2026-08-01 09:05:02.438358,555.95,552,True,True,0
TXN100749,1,2026-08-01 09:12:34.494648,318.97,211,True,True,0
TXN101339,4,2026-08-01 09:26:55.183030,385.76,272,True,True,0
TXN101502,2,2026-08-01 09:38:16.004543,677.71,145,True,True,0
TXN102288,11,2026-08-01 10:20:21.528376,341.8,716,True,True,0
TXN101872,7,2026-08-01 10:23:01.908774,2254.04,142,True,True,0
TXN103630,5,2026-08-01 10:52:19.361224,3045.04,446,True,True,0
TXN104004,9,2026-08-01 10:59:18.525925,209.36,198,False,True,0
TXN100776,5,2026-08-01 11:21:37.544660,1752.42,2,True,True,0
TXN100400,11,2026-08-01 12:09:56.770588,482.73,625,True,True,0
TXN103524,3,2026-08-01 12:21:13.204172,970.24,770,True,True,0
TXN100562,5,2026-08-01 12:41:51.095573,2108.68,326,True,True,0
TXN103391,6,2026-08-01 12:58:57.169449,403.09,652,True,False,0
TXN102115,2,2026-08-01 13:11:26.222507,2244.28,608,False,True,0
TXN100586,8,2026-08-01 13:15:39.043111,187.57,254,True,True,0
TXN102788,0,2026-08-01 13:20:50.232289,451.79,37,True,True,0
TXN101588,10,2026-08-01 13:56:34.235731,990.17,547,True,True,0
TXN102157,7,2026-08-01 14:09:59.605687,9146.52,692,True,True,0
TXN103907,11,2026-08-01 14:30:57.313345,643.27,399,True,True,0
TXN101148,8,2026-08-01 14:51:28.495471,290.18,673,True,True,0
TXN100069,5,2026-08-01 15:03:00.765730,679.47,732,True,True,0
TXN102496,9,2026-08-01 15:09:13.481170,234.79,120,True,True,0
TXN103614,9,2026-08-01 15:22:16.559440,518.3,689,True,True,0
TXN100695,3,2026-08-01 15:42:57.905648,1126.17,521,True,True,0
TXN102004,9,2026-08-01 16:03:10.484125,111.95,53,False,True,0
TXN100979,6,2026-08-01 16:22:55.045957,1127.32,350,True,True,0
TXN102878,10,2026-08-01 16:36:40.569048,473.37,165,True,True,0
TXN103791,2,2026-08-01 16:39:34.132898,1814.74,505,True,True,0
TXN103768,9,2026-08-01 16:41:25.171584,225.89,378,True,True,0
TXN103784,11,2026-08-01 16:50:05.127018,697.95,111,True,True,0
TXN103815,0,2026-08-01 16:54:01.120795,1920.32,420,True,True,0
TXN103700,1,2026-08-01 17:02:55.234548,339.6,761,True,True,0
TXN103899,11,2026-08-01 17:03:45.957758,1845.15,434,True,True,0
TXN103624,9,2026-08-01 17:17:01.550282,216.52,133,True,True,0
TXN103538,6,2026-08-01 17:32:15.634107,1232.02,473,True,True,0
TXN102448,9,2026-08-01 17:34:50.419758,233.08,793,True,True,0
TXN103539,9,2026-08-01 17:37:09.072967,324.32,645,True,True,0
TXN102266,8,2026-08-01 17:37:44.240760,266.97,669,True,False,0
TXN103259,4,2026-08-01 17:39:05.922781,832.07,670,True,True,0
TXN102073,4,2026-08-01 17:47:11.515048,496.95,315,True,True,0
TXN100317,8,2026-08-01 17:56:32.257480,225.12,713,True,True,0
TXN100198,4,2026-08-01 18:01:31.263487,746.63,573,True,True,0
TXN102578,11,2026-08-01 18:10:37.460947,704.16,107,True,True,0
TXN101039,9,2026-08-01 18:27:25.146191,327.13,328,True,True,0
TXN100582,1,2026-08-01 18:38:43.536031,245.84,36,True,True,0
TXN100965,7,2026-08-01 18:52:00.172657,1695.44,744,True,True,0
TXN100846,1,2026-08-01 18:52:05.738145,816.86,686,True,True,0
TXN100174,8,2026-08-01 18:53:45.736642,415.96,36,True,True,0
TXN100160,11,2026-08-01 19:12:58.991035,799.23,759,False,True,0
TXN101008,8,2026-08-01 19:22:26.635347,712.25,393,True,True,0
TXN101440,9,2026-08-01 19:51:03.519283,772.61,355,True,True,0
TXN103953,5,2026-08-01 19:58:09.984981,1724.95,232,True,True,0
TXN103190,0,2026-08-01 20:03:23.133493,581.95,544,True,True,0
TXN103714,8,2026-08-01 20:18:45.276211,359.06,562,True,True,0
TXN102746,2,2026-08-01 20:24:59.489085,1012.87,75,True,True,0
TXN101209,11,2026-08-01 20:38:23.758381,272.62,541,True,True,0
TXN102532,11,2026-08-01 20:47:22.614810,838.53,407,True,True,0
TXN101608,2,2026-08-01 21:21:10.656618,467.59,365,True,True,0
TXN101123,2,2026-08-01 21:21:47.504295,1027.86,201,False,True,0
TXN102314,2,2026-08-01 21:26:24.261484,633.78,484,True,True,0
TXN102511,10,2026-08-01 21:31:21.485201,441.12,241,True,True,0
TXN102963,0,2026-08-01 21:46:24.075953,1646.81,363,True,True,0
TXN103409,5,2026-08-01 21:49:07.887218,1159.0,182,True,True,0
TXN101061,8,2026-08-01 22:04:33.526499,474.25,588,True,True,0
TXN100673,1,2026-08-01 22:06:35.974114,1086.4,94,True,True,0
TXN103046,8,2026-08-01 22:06:44.619152,430.78,157,True,True,0
TXN103370,11,2026-08-01 22:17:28.474733,507.34,230,True,True,0
TXN103440,11,2026-08-01 22:53:40.178197,443.11,150,True,True,0
TXN100324,11,2026-08-01 22:59:53.347136,695.06,676,True,True,0
TXN101922,9,2026-08-01 23:00:31.172389,422.28,434,True,True,0
TXN100221,5,2026-08-01 23:01:24.175923,1435.78,771,True,True,0
TXN101152,5,2026-08-01 23:06:19.829992,1853.53,38,True,True,0
TXN101867,9,2026-08-01 23:27:44.044830,403.98,568,True,True,0
TXN103945,8,2026-08-01 23:29:40.726797,213.3,791,True,True,0
TXN101547,10,2026-08-01 23:48:29.904065,517.3,381,True,True,0
TXN102602,9,2026-08-01 23:50:12.862967,504.38,641,True,True,0
TXN103992,1,2026-08-02 00:46:47.364086,187.83,349,True,True,0
TXN103625,8,2026-08-02 00:53:40.416002,1198.36,257,True,True,0
TXN100450,11,2026-08-02 00:57:27.956562,530.19,532,True,True,0
TXN103288,2,2026-08-02 01:02:30.277912,812.74,764,True,True,0
TXN102446,9,2026-08-02 01:19:05.273469,311.39,247,True,True,0
TXN104082,9,2026-08-02 01:40:52.121666,241.52,646,True,True,0
TXN103555,5,2026-08-02 01:41:37.633453,3598.29,215,True,True,0
TXN102150,3,2026-08-02 01:51:20.421073,3177.12,285,True,True,0
TXN102923,6,2026-08-02 01:52:25.873234,796.23,245,True,False,0
TXN100471,9,2026-08-02 01:56:13.098365,219.87,507,True,True,0
TXN100837,2,2026-08-02 02:00:54.965752,2047.76,0,False,True,0
TXN101331,8,2026-08-02 02:12:01.161469,308.32,387,False,True,0
TXN102915,5,2026-08-02 02:30:33.600724,1358.33,486,True,True,0
TXN103985,4,2026-08-02 02:30:37.319444,570.67,17,True,True,0
TXN102778,4,2026-08-02 02:48:17.600400,465.67,352,True,True,0
TXN101258,6,2026-08-02 02:53:22.243352,1505.06,541,True,True,0
TXN100062,4,2026-08-02 02:54:27.545497,633.45,576,True,True,0
TXN102074,8,2026-08-02 03:01:53.530454,564.39,322,True,True,0
TXN103255,2,2026-08-02 03:28:16.376591,1739.29,555,True,True,0
TXN101650,2,2026-08-02 03:33:11.615685,799.15,761,True,True,0
TXN103916,0,2026-08-02 03:44:13.444374,2306.37,611,True,True,0
TXN102632,10,2026-08-02 03:54:45.829128,659.44,173,True,True,0
TXN103293,3,2026-08-02 03:55:25.581709,1285.84,332,True,True,0
TXN100310,7,2026-08-02 04:04:05.382368,526.36,283,True,True,0
TXN102562,8,2026-08-02 04:04:57.564269,718.11,773,True,True,0
TXN100635,8,2026-08-02 04:18:55.338252,743.73,524,True,True,0
TXN100183,8,2026-08-02 04:30:36.422366,471.41,387,False,True,0
TXN103956,6,2026-08-02 04:34:36.630077,434.04,14,True,True,0
TXN103466,6,2026-08-02 05:14:17.216904,1383.32,188,True,True,0
TXN102577,5,2026-08-02 05:24:47.017020,1573.69,711,True,True,0
TXN104036,8,2026-08-02 05:34:37.860504,339.96,177,True,True,0
TXN101679,6,2026-08-02 05:35:41.485119,4134.09,263,True,True,0
TXN103390,3,2026-08-02 05:39:13.823083,2119.28,417,True,True,0
TXN103688,11,2026-08-02 05:47:53.772281,1262.37,378,True,True,0
TXN103423,4,2026-08-02 05:53:15.753222,502.77,647,True,True,0
TXN100591,10,2026-08-02 06:12:38.640876,790.3,249,True,True,0
TXN104096,6,2026-08-02 06:15:35.560580,741.66,166,True,True,0
TXN101886,7,2026-08-02 06:31:08.114077,5869.63,402,True,True,0
TXN101151,6,2026-08-02 06:34:52.225795,527.8,770,True,True,0
TXN102380,2,2026-08-02 06:43:22.963184,716.96,435,True,True,0
TXN100962,10,2026-08-02 06:51:40.674529,350.44,470,True,True,0
TXN101063,8,2026-08-02 06:53:24.252083,336.97,462,True,True,0
TXN103035,11,2026-08-02 07:10:52.880553,458.34,449,True,True,0
TXN102708,8,2026-08-02 07:11:15.347341,671.86,694,True,True,0
TXN100895,7,2026-08-02 07:11:59.193261,944.89,397,True,True,0
TXN101774,9,2026-08-02 07:28:23.551815,311.35,509,True,True,0
TXN102267,8,2026-08-02 07:33:08.736683,1040.4,656,True,True,0
TXN100592,2,2026-08-02 07:36:37.503940,764.04,324,True,True,0
TXN103327,2,2026-08-02 07:53:58.013029,547.0,4,True,True,0
TXN102652,11,2026-08-02 07:55:49.158782,594.37,130,True,True,0
TXN102816,8,2026-08-02 07:58:06.730771,555.06,350,True,True,0
TXN100549,8,2026-08-02 08:09:26.773428,191.46,709,True,True,0
TXN102457,11,2026-08-02 08:10:58.666434,663.52,396,True,True,0
TXN100743,3,2026-08-02 08:46:57.984007,1831.67,318,True,True,0
TXN103670,1,2026-08-02 08:48:02.876478,125.49,438,True,True,0
TXN102047,6,2026-08-02 09:20:10.915119,739.36,704,True,True,0
TXN100924,2,2026-08-02 09:28:05.927295,2454.67,71,True,True,0
TXN100214,8,2026-08-02 09:28:30.377620,179.65,173,True,True,0
TXN102213,1,2026-08-02 09:28:50.985048,263.05,183,False,True,0
TXN101383,10,2026-08-02 09:36:22.699980,528.05,195,True,True,0
TXN103129,9,2026-08-02 09:37:15.309963,686.78,231,True,True,0
TXN100101,2,2026-08-02 09:55:18.040044,5015.12,32,True,True,0
TXN102105,3,2026-08-02 10:00:27.506164,2709.65,699,True,True,0
TXN101757,7,2026-08-02 10:03:11.267694,1726.31,136,True,True,0
TXN100096,2,2026-08-02 10:12:33.778923,766.56,1,False,True,0
TXN102005,1,2026-08-02 10:49:37.290428,284.78,506,True,True,0
TXN101073,6,2026-08-02 10:58:58.832945,1333.94,764,True,True,0
TXN103209,2,2026-08-02 11:17:14.572048,882.99,772,True,True,0
TXN102282,3,2026-08-02 11:19:49.020252,516.06,721,False,True,0
TXN102550,7,2026-08-02 11:22:17.268413,4084.95,460,True,True,0
TXN101264,2,2026-08-02 11:26:10.860086,1078.42,559,True,True,0
TXN103310,6,2026-08-02 11:33:20.033989,1596.95,312,True,True,0
TXN102019,5,2026-08-02 11:36:49.326468,1692.25,395,True,True,0
TXN103335,2,2026-08-02 11:47:11.691293,1051.36,186,True,True,0
TXN103758,0,2026-08-02 12:00:19.414634,984.45,10,True,True,0
TXN100252,2,2026-08-02 12:03:54.542868,1504.75,618,True,True,0
TXN103852,1,2026-08-02 12:39:00.276626,340.49,132,False,True,0
TXN100833,1,2026-08-02 12:46:12.711122,206.46,183,True,True,0
TXN100829,0,2026-08-02 12:46:44.878317,782.97,454,True,True,0
TXN100800,0,2026-08-02 13:02:37.947684,581.45,147,False,True,0
TXN103501,7,2026-08-02 13:13:00.938904,3484.83,501,True,True,0
TXN102054,8,2026-08-02 13:23:09.957411,335.72,185,True,True,0
TXN100120,5,2026-08-02 13:35:53.547531,1021.87,178,True,True,0
TXN101036,10,2026-08-02 13:38:36.697513,532.3,658,True,True,0
TXN103586,5,2026-08-02 13:44:41.748142,495.51,203,True,True,0
TXN101894,1,2026-08-02 14:06:37.380014,209.99,500,True,True,0
TXN101093,4,2026-08-02 14:06:47.764528,397.25,501,True,True,0
TXN103096,2,2026-08-02 14:17:03.044916,586.27,200,True,True,0
TXN102995,7,2026-08-02 14:17:08.622667,1055.11,307,True,True,0
TXN102613,7,2026-08-02 14:18:22.953403,1114.14,625,True,True,0
TXN102165,11,2026-08-02 14:42:13.124718,1271.22,81,True,True,0
TXN100300,4,2026-08-02 14:45:29.751321,1725.23,751,True,True,0
TXN103366,7,2026-08-02 14:53:42.567478,2086.59,512,True,True,0
